Ano,Disciplina,Bimestre,Conteúdo/Tema,Habilidades/Objetivos
Não especificado,Geral/Múltiplas,2º Bimestre,"Capítulo 4 – Forma e movimentos da Terra
Capítulo 5 – Superfície e estrutura da Terra","Diferenciar o movimento de rotação e translação. 
Associar o movimento de rotação ao movimento aparente do Sol. 
Associar o movimento de translação as estações do ano. 
Calcular fusos-horários. 
Diferenciar os movimentos das placas tectônicas. 
Avaliar os impactos dos abalos sísmicos através da escala Richter 
Avaliar os impactos dos maremotos e do vulcanismo."
Não especificado,Geral/Múltiplas,2º Bimestre,AP2 + AB2,AP2 + AB2
Não especificado,Geral/Múltiplas,3º Bimestre,"Capítulo 6 – Rochas, minerais e solo","Diferenciar as formas de apropriação dos minerais 
Identificar o ciclo de transformação das rochas. 
Avaliar os impactos da atividade de mineração.
Identificar o processo de formação dos solos.  
Analisar um perfil de solo. 
Identificar as formas de apropriação dos solos. 
Identificar os impactos positivos e negativos do manejo dos solos."
Não especificado,Geral/Múltiplas,3º Bimestre,"Capítulo 7 (Relevo Terrestre) 
Unidades/ dinâmica de relevo
Relevo e atividades humanas 

Capítulo 8 - Hidrosfera","Diferenciar as formas de relevo terrestre. 
Identificar os agentes formadores do relevo terrestre. 
Identificar os agentes modeladores do relevo terrestre.
Identificar as formas de apropriação do relevo 
Avaliar os impactos da apropriação do relevo pelas sociedades. 
Diferenciar as partes da bacia hidrográfica. 
Avaliar os impactos do consumo de água doce no espaço urbano."
Não especificado,Geral/Múltiplas,3º Bimestre,AP3 + AB3,AP3 + AB3
Não especificado,Geral/Múltiplas,4º Bimestre,Capítulo 9 – Atmosfera,"Caracterizar as camadas da atmosfera e a formação do efeito estufa. 
Diferenciar tempo e clima 
Elencar os elementos e fatores climáticos 
Relacionar os elementos e os fatores climáticos na dinâmica climática.
Interpretar climogramas. 
Caracterizar padrões climáticos a partir da leitura de climogramas. 
Refletir sobre a interação entre clima e ações humanas. 
Analisar os diferentes impactos das mudanças climáticas nas dinâmicas sociais."
Não especificado,Geral/Múltiplas,4º Bimestre,Capítulo 10 - Biosfera,"Diferenciar os biomas do planeta Terra
Caracterizar os biomas terrestres. 
Identificar os recursos naturais disponíveis em cada bioma terrestre. 
Identificar as causas da degradação dos biomas terrestres. 
Relacionar os impactos ambientais com os conceitos da geografia. 
Interpretar paisagens a partir do raciocínio geográfico."
Não especificado,Geral/Múltiplas,4º Bimestre,AP4 + AB4,AP4 + AB4
Não especificado,Geral/Múltiplas,1º Bimestre,"Teláris  - Capítulo 1 - O que é História?

.","Identificar fontes históricas (EF06HI02);
Explicar a relevância científica das fontes para o trabalho historiográfico (EF06HI02);  ;
Especificar a função da história e do historiador (EF06HI02);
Diferenciar períodos históricos (EF06HI01);
Diferenciar o tempo natural e o tempo histórico (EF06HI01);
Converter números cardinais para números romanos (EF06HI01);
Elaborar linhas do tempo (EF06HI01);"
Não especificado,Geral/Múltiplas,1º Bimestre,Teláris - Capítulo 2 – A História antes da escrita,"Identificar os modos de vida dos primeiros humanos  (EF06HI05)  
Caracterizar o modo de vida nômade  (EF06HI05)  
Analisar imagens de Arte Rupestre (EF06HI03)  
Caracterizar sociedades do neolítico (EF06HI05)  
Comparar modos de vida no neolítico e paleolítico (EF06HI05)
Diferenciar as tecnologias líticas criadas (EF06HI05)
Relacionar Vestígios arqueológicos e os modos de vida da cada sociedade (pinturas rupestres como fontes, ponta de flecha, cerâmicas)  (EF06HI03)  
Diferenciar e comparar narrativas mitológicas e históricas  (EF06HI03)"
Não especificado,Geral/Múltiplas,1º Bimestre,AP1 + AB1,AP1 + AB1
Não especificado,Geral/Múltiplas,2º Bimestre,Teláris - Capítulo 6 - As civilizações da Mesopotâmia,"Identificar o surgimento das primeiras civilizações (EF06HI07);
Compreender o surgimento da escrita e seus usos na sociedade (EF06HI07);
Relacionar o desenvolvimento das civilizações com a proximidade dos rios e seus diversos usos (EF06HI07);
Analisar a estrutura social dos mesopotâmicos (EF06HI07);
Compreender a religiosidade dos povos da região mesopotâmica (EF06HI07);"
Não especificado,Geral/Múltiplas,2º Bimestre,Teláris - Capítulo 4 - A antiga civilização egípcia,"Identificar o surgimento das primeiras civilizações (EF06HI05);
Compreender o surgimento da escrita e seus usos na sociedade (EF06HI07);
Relacionar o desenvolvimento das civilizações com a proximidade dos rios e seus diversos usos (EF06HI05);
Analisar a estrutura social dos egípcios (EF06HI07);
Compreender a religiosidade e suas ramificações científicas (EF06HI07);
Identificar a importância dos monumentos e da engenharia egípcia (EF06HI07);"
Não especificado,Geral/Múltiplas,2º Bimestre,AP2 + AB2,AP2 + AB2
Não especificado,Geral/Múltiplas,3º Bimestre,O mundo grego antigo (capítulo 8),"Identificar os aspectos geográficos da formação grega EF06HI10;
Identificar a periodização grega EF06HI10;
Compreender as principais características políticos sociais dos quatro primeiros períodos gregos EF06HI10;
Analisar os conceitos de democracia (passado e presente) EF06HI12;
Comparar as sociedades atenienses e espartanas EF06HI12;
Analisar o papel das mulheres na Grécia Antiga EF06HI12;"
Não especificado,Geral/Múltiplas,3º Bimestre,"O mundo grego antigo (capítulo 8)
A Grécia Clássica e Helenística (capítulo 9)","Identificar os aspectos geográficos da formação grega EF06HI10;
Identificar a periodização grega EF06HI10;
Compreender as principais características políticos sociais dos quatro primeiros períodos gregos EF06HI10;
Analisar os conceitos de democracia (passado e presente) EF06HI12;
Comparar as sociedades atenienses e espartanas EF06HI12;
Compreender os principais conflitos entre Atenas e Esparta EF06HI10;
Analisar o período helenístico EF06HI10;
Reconhecer as principais influências artísticas do período helenístico EF06HI10;"
Não especificado,Geral/Múltiplas,3º Bimestre,AP3 + AB3,AP3 + AB3
Não especificado,Geral/Múltiplas,4º Bimestre,Roma Antiga (Capítulo 10),"Identificar a origem da civilização romana EF06HI11;
Analisar a sociedade romana EF06HI11;
Diferenciar os conceitos de Monarquia e República EF06HI11;
Caracterizar o papel político dos patrícios EF06HI11;
Analisar as lutas e conquistas dos plebeus EF06HI11; 
Analisar a expansão territorial romana EF06HI13;"
Não especificado,Geral/Múltiplas,4º Bimestre,A Europa e a formação do Feudalismo (Capítulo 12),"Relacionar a queda do Império Romano do Ocidente com as invasões bárbaras EF06HI14;
Diferenciar as mudanças de temporalidade histórica EF06HI14;
Conceituar a noção de Idade Média EF06HI16;
Analisar a sociedade feudal EF06HI16 ;
Caracterizar os grupos sociais EF06HI16;
Identificar a organização do feudo EF06HI16;
Compreender a importância do Reino dos Francos para a consolidação do feudalismo EF06HI18;"
Não especificado,Geral/Múltiplas,4º Bimestre,AP4 + AB4,AP4 + AB4
Não especificado,Geral/Múltiplas,1º Bimestre,"Capítulo 1 – Números naturais e sistemas de numeração.
Sistemas de numeração: Egípcio, Romano e Decimal

Páginas 14 a 31.","Reconhecer o sistema de numeração decimal.

Sistematizar as principais características (base, valor posicional e função do zero) de sistemas de numeração.

Destacar semelhanças e diferenças com outros sistemas.

Composição e decomposição de números naturais e números racionais em sua representação decimal.

Comparar, ordenar, ler e escrever números naturais e números racionais cuja representação decimal é finita, fazendo uso da reta numérica.

Fazer estimativas de quantidades e aproximar números para múltiplos
da potência de 10 mais próxima.

EF06MA01, EF06MA02, EF06MA03, EF06MA12 e EF06MA32"
Não especificado,Geral/Múltiplas,1º Bimestre,"Capítulo 1 – Números naturais e sistemas de numeração.
Sistemas de numeração: Egípcio, Romano e Decimal

Páginas 14 a 31

Capítulo 2 – Operações com números naturais
Adição, Subtração, Multiplicação e Divisão
Expressões Numéricas

Páginas 38 a 56","Reconhecer o sistema de numeração decimal.

Sistematizar as principais características (base, valor posicional e função do zero) de sistemas de numeração.

Destacar semelhanças e diferenças com outros sistemas.

Composição e decomposição de números naturais e números racionais em sua representação decimal.

Comparar, ordenar, ler e escrever números naturais e números racionais cuja representação decimal é finita, fazendo uso da reta numérica.

Fazer estimativas de quantidades e aproximar números para múltiplos
da potência de 10 mais próxima.

Interpretar e resolver situações que envolvam dados de pesquisas em tabelas, diferentes tipos de gráficos.

Resolver problemas com cálculos (mentais ou escritos, exatos ou aproximados) com números naturais, por meio de estratégias variadas.

EF06MA01, EF06MA02, EF06MA03, EF06MA12 e EF06MA32"
Não especificado,Geral/Múltiplas,1º Bimestre,AP1 + AB1,AP1 + AB1
Não especificado,Geral/Múltiplas,2º Bimestre,"Capítulo 2:  Operações com números naturais.

Adição, subtração, multiplicação e divisão
Potenciação e Expressões numéricas

Páginas 57 a 76

Capítulo 3: Sólidos 

Páginas 84 a 91","Reconhecer que a relação de igualdade matemática não se altera ao
adicionar, subtrair, multiplicar ou dividir os seus dois membros por um mesmo
número e utilizar essa noção para determinar valores desconhecidos na resolução
de problemas.

Resolver problemas que envolvam a partilha de uma quantidade em
duas partes desiguais, envolvendo relações aditivas e multiplicativas, bem como a
razão entre as partes e entre uma das partes e o todo.

Fazer estimativas de quantidades e aproximar números para múltiplos
da potência de 10 mais próxima.

Interpretar e resolver situações que envolvam dados de pesquisas em tabelas e em diferentes tipos de gráficos.

Resolver problemas que envolvam cálculos (mentais ou escritos, exatos ou aproximados) com números inteiros.

EF06MA03, EF06MA04, EF06MA12, EF06MA14, EF06MA15, EF06MA17, EF06MA18 e EF06MA32."
Não especificado,Geral/Múltiplas,2º Bimestre,"Capítulo 3: Sólidos 

Páginas 84 a 103


Capítulo 4: Múltiplos e Divisores

Páginas 104 a 110","Quantificar e estabelecer relações entre o número de vértices, faces e arestas de prismas e pirâmides, em função do seu polígono da base, para resolver problemas e desenvolver a percepção espacial.

Reconhecer, comparar e nomear polígonos, considerando lados, vértices e ângulos, e classificá-los em regulares e não regulares, tanto em suas representações no plano como em faces de poliedros.

Classificar números naturais em primos e compostos, estabelecer relações entre números, expressas pelos termos “é múltiplo de”, “é divisor de”, “é fator de”, estabelecer, por meio de investigações, critérios de divisibilidade por 2, 3, 4, 5, 6, 8, 9, 10, 100 e 1000.

Resolver problemas que envolvam as ideias de múltiplo e de divisor.

Interpretar e resolver situações que envolvam dados de pesquisas em tabelas, diferentes tipos de gráficos.

Resolver problemas que envolvam cálculos (mentais ou escritos, exatos ou aproximados) com números naturais, por meio de estratégias variadas, com compreensão dos processos neles envolvidos sem uso de calculadora.

EF06MA17, EF06MA18, EF06MA05, EF06MA06 e EF06MA03."
Não especificado,Geral/Múltiplas,2º Bimestre,AP2 + AB2,AP2 + AB2
Não especificado,Geral/Múltiplas,3º Bimestre,"Capítulo 4: Múltiplos e Divisores

Páginas 111 a 125


Capítulo 5: Ângulos e Polígonos

Página 132 a 145","Classificar números naturais em primos e compostos, estabelecer relações entre números, expressas pelos termos “é múltiplo de”, “é divisor de”, “é fator de”, estabelecer, por meio de investigações, critérios de divisibilidade por 2, 3, 4, 5, 6, 8, 9, 10, 100 e 1000.

Resolver problemas que envolvam as ideias de múltiplo e de divisor.

Resolver problemas que envolvam cálculos (mentais ou escritos, exatos ou aproximados) com números naturais, por meio de estratégias variadas, com compreensão dos processos neles envolvidos sem uso de calculadora.

Reconhecer a abertura do ângulo como grandeza associada às figuras geométricas.

Resolver problemas que envolvam a noção de ângulo em diferentes contextos e em situações reais, como ângulo de visão.

Determinar medidas da abertura de ângulos, por meio de transferidor e/ou tecnologias digitais.

EF06MA05, EF06MA06, EF06MA03, EF06MA25, EF06MA26, EF06MA27"
